suburb,address,room,type,price,method,seller,date,bathroom,car,council_area
Williamstown,165 Osborne St,4,h,1630000,S,Sweeney,29/4/2017,2,2,Hobsons Bay City Council
Yarraville,76 Castlemaine St,3,h,935000,S,Jas,6/5/2017,1,0,Maribyrnong City Council
Yarraville,8 Gordon Pde,3,h,990000,S,Jas,6/5/2017,1,2,Maribyrnong City Council
Yarraville,92 Simpson St,2,h,950000,SP,Village,6/5/2017,1,0,Maribyrnong City Council
Yarraville,15 Freame St,2,h,1196000,S,Greg,8/4/2017,1,2,Maribyrnong City Council
Yarraville,1/17 Gordon Pde,2,h,470000,S,Sweeney,8/4/2017,1,1,Maribyrnong City Council
Yarraville,14 Lennox St,3,h,1131500,SP,Jas,8/4/2017,1,1,Maribyrnong City Council
Yarraville,54 Tongue St,4,h,2035000,S,Jas,8/4/2017,2,0,Maribyrnong City Council
Yarraville,29 Wilson St,3,h,935000,S,Jas,8/4/2017,1,0,Maribyrnong City Council
Yarraville,260 Francis St,3,h,892000,S,Village,13/5/2017,1,2,Maribyrnong City Council
Yarraville,1 Highgate St,4,h,985500,S,Jas,13/5/2017,1,5,Maribyrnong City Council
Yarraville,2/150 Hyde St,2,u,650000,SP,Jas,13/5/2017,2,2,Maribyrnong City Council
Yarraville,1/6 Jepson St,3,t,1070000,S,Jas,13/5/2017,2,2,Maribyrnong City Council
Yarraville,10/51 Stephen St,2,u,397000,S,Village,13/5/2017,1,1,Maribyrnong City Council
Yarraville,33 Bromyard St,2,h,1035000,S,Sweeney,20/5/2017,1,3,Maribyrnong City Council
Yarraville,26 Buninyong St,3,h,1370000,S,Greg,20/5/2017,2,2,Maribyrnong City Council
Yarraville,2/10 Schild St,2,u,497600,SP,Jas,20/5/2017,1,1,Maribyrnong City Council
Yarraville,183 Stephen St,3,h,970000,S,Raine,20/5/2017,2,0,Maribyrnong City Council
Yarraville,66 Drew St,2,h,1256000,S,hockingstuart,22/4/2017,1,3,Maribyrnong City Council
Yarraville,3/11 Fielding St,3,t,1120000,S,hockingstuart,22/4/2017,2,0,Maribyrnong City Council
Yarraville,40 Kingston St,3,h,872500,SP,Jas,29/4/2017,1,2,Maribyrnong City Council
Yarraville,46 MacKay St,4,h,1455000,S,Village,29/4/2017,1,1,Maribyrnong City Council
Yarraville,12/35 Princess St,1,u,331000,S,Jas,29/4/2017,1,1,Maribyrnong City Council
Yarraville,10 Salisbury St,3,h,950000,S,Sweeney,29/4/2017,2,2,Maribyrnong City Council
Abbotsford,132 Vere St,3,h,1000000,SP,Biggin,8/4/2017,1,0,Yarra City Council
Abbotsford,6/205 Gipps St,2,u,870000,S,Biggin,20/5/2017,2,1,Yarra City Council
Abbotsford,24 Cooke St,2,h,1050000,S,Jellis,29/4/2017,1,0,Yarra City Council
Abbotsford,198 Gipps St,2,h,1242000,S,Nelson,29/4/2017,1,1,Yarra City Council
Abbotsford,22 Lulie St,3,h,1165000,S,Jellis,29/4/2017,2,0,Yarra City Council
Airport West,48 Bedford St,3,h,872500,S,Nelson,8/4/2017,1,1,Moonee Valley City Council
Airport West,33 Green St,3,h,720000,S,Brad,8/4/2017,2,2,Moonee Valley City Council
Airport West,25 Clydesdale Rd,3,h,985000,S,McDonald,29/4/2017,1,1,Moonee Valley City Council
Airport West,67 Halsey Rd,3,h,510000,VB,Nelson,29/4/2017,1,1,Moonee Valley City Council
Airport West,2/80 Hawker St,2,u,480000,VB,Barry,29/4/2017,1,1,Moonee Valley City Council
Albion,26 Wyalong St,3,h,800000,S,Bells,8/4/2017,2,5,Brimbank City Council
Albion,1/141 Anderson Rd,2,u,420000,S,Bells,13/5/2017,1,1,Brimbank City Council
Albion,76 Forrest St,3,h,700000,S,Douglas,13/5/2017,1,2,Brimbank City Council
Albion,1/121 Anderson Rd,1,u,200000,VB,FN,20/5/2017,1,1,Brimbank City Council
Albion,67 Norwood St,3,h,621000,S,hockingstuart,20/5/2017,1,3,Brimbank City Council
Albion,2/62 Selwyn St,3,u,600000,SA,Douglas,20/5/2017,1,1,Brimbank City Council
Altona,7 Cowra St,3,h,840000,SP,hockingstuart,8/4/2017,1,2,Hobsons Bay City Council
Altona,196 Blyth St,5,h,1480000,SP,Greg,13/5/2017,3,4,Hobsons Bay City Council
Altona,2/214 Queen St,2,t,600000,SP,hockingstuart,20/5/2017,1,2,Hobsons Bay City Council
Altona,3/8 Rayner St,2,t,597500,S,hockingstuart,22/4/2017,1,2,Hobsons Bay City Council
Altona,12 Kookaburra St,3,h,1165000,S,Greg,29/4/2017,1,2,Hobsons Bay City Council
Altona,13 Linnet St,4,h,1295000,S,Greg,29/4/2017,1,2,Hobsons Bay City Council
Ashburton,53 Gloucester Rd,2,h,1450000,S,Woodards,8/4/2017,1,1,Boroondara City Council
Ashburton,2a Liberator St,2,u,925000,S,Jellis,8/4/2017,1,2,Boroondara City Council
Ashburton,23 Solway St,4,h,2220000,S,Marshall,13/5/2017,3,2,Boroondara City Council
Ashburton,24 Baird St,3,h,1912500,S,Jellis,22/4/2017,2,2,Boroondara City Council
Balwyn,10A Head St,3,h,1380000,S,Barry,8/4/2017,2,1,Boroondara City Council
Balwyn,27A Yerrin St,3,t,1680000,S,Fletchers,22/4/2017,3,1,Boroondara City Council
Brooklyn,9 Richards Ct,3,h,750000,S,hockingstuart,20/5/2017,1,2,Brimbank City Council
Brooklyn,6 Millers Rd,2,h,1005000,S,hockingstuart,22/4/2017,1,2,Brimbank City Council
Carlton,1/2 Drummond St,3,u,1520000,S,hockingstuart,8/4/2017,2,2,Melbourne City Council
Carlton,2/100 Keppel St,2,t,960000,VB,Nelson,20/5/2017,2,1,Melbourne City Council
Carlton,11/108 Elgin St,2,u,995000,S,Woodards,22/4/2017,2,1,Melbourne City Council
Carlton,20/264 Drummond St,1,u,490000,S,hockingstuart,29/4/2017,1,1,Melbourne City Council
Carlton,10/3 Lytton St,2,u,500000,VB,Peter,29/4/2017,1,1,Melbourne City Council
Eaglemont,39 Durham St,4,h,1750000,VB,Nelson,20/5/2017,2,2,Banyule City Council
East Melbourne,402/166 Wellington Pde,1,u,503000,S,Biggin,8/4/2017,1,1,Melbourne City Council
East Melbourne,4/24 Hotham St,2,u,810000,S,Biggin,13/5/2017,1,1,Melbourne City Council
East Melbourne,127 Gipps St,4,h,4275000,S,Caine,20/5/2017,2,2,Melbourne City Council
Elsternwick,39/2 Gordon St,1,u,385000,S,Biggin,8/4/2017,1,1,Glen Eira City Council
Elsternwick,9/39 Horne St,3,t,850000,VB,Beller,8/4/2017,2,2,Glen Eira City Council
Elsternwick,8/37 Victoria St,2,u,740000,SP,Gary,8/4/2017,1,1,Glen Eira City Council
Elsternwick,24 Clarence St,3,h,1940000,S,Biggin,20/5/2017,2,2,Glen Eira City Council
Elsternwick,4/34 Horne St,2,u,595000,S,Hodges,29/4/2017,1,1,Glen Eira City Council
Elsternwick,3/33 St Georges Rd,2,u,632500,S,Gary,29/4/2017,1,1,Glen Eira City Council
Elwood,4/88 Addison St,2,u,687000,SP,Biggin,8/4/2017,1,1,Port Phillip City Council
Elwood,12/10 Docker St,2,u,1260000,S,hockingstuart,8/4/2017,2,2,Port Phillip City Council
Elwood,9/457 St Kilda St,2,u,695000,S,hockingstuart,8/4/2017,1,1,Port Phillip City Council
Elwood,8/89 Addison St,3,u,950000,S,Whiting,13/5/2017,1,1,Port Phillip City Council
Elwood,7/282 Barkly St,1,u,360000,S,Biggin,13/5/2017,1,0,Port Phillip City Council
Elwood,9 Kendall St,3,h,1875000,VB,Chisholm,13/5/2017,2,2,Port Phillip City Council
Elwood,6/5 Alfriston St,2,u,642000,S,hockingstuart,20/5/2017,1,0,Port Phillip City Council
Elwood,23 Byron St,3,h,1520000,S,Chisholm,20/5/2017,2,1,Port Phillip City Council
Elwood,13 Cyril St,5,h,2275000,S,Biggin,20/5/2017,2,1,Port Phillip City Council
Elwood,14/125 Ormond Rd,2,u,800000,SP,Buxton,20/5/2017,2,2,Port Phillip City Council
Elwood,6/53 Tennyson St,2,u,500000,SA,Morleys,20/5/2017,1,1,Port Phillip City Council
Elwood,102/95 Ormond Rd,1,u,490000,VB,McGrath,29/4/2017,1,1,Port Phillip City Council
Essendon North,10 Cowper St,4,h,1291000,S,Barry,8/4/2017,2,2,Moonee Valley City Council
Essendon North,3 Madden St,2,t,810000,S,Pagan,20/5/2017,2,1,Moonee Valley City Council
Essendon North,5/15 Bulla Rd,2,u,415500,S,Nelson,22/4/2017,1,1,Moonee Valley City Council
Fitzroy,60 Argyle St,2,t,1100000,VB,Nelson,8/4/2017,2,1,Yarra City Council
Fitzroy,29 Bell St,2,t,1350000,S,Nelson,8/4/2017,1,2,Yarra City Council
Fitzroy,320/416 Gore St,2,u,600000,VB,Nelson,8/4/2017,1,1,Yarra City Council
Fitzroy,28 Greeves St,2,h,1350000,VB,Jellis,13/5/2017,1,0,Yarra City Council
Fitzroy,7B Hargreaves St,3,h,2725000,S,Jellis,13/5/2017,2,1,Yarra City Council
Fitzroy,322 Young St,2,t,1050000,S,Nelson,20/5/2017,1,1,Yarra City Council
Fitzroy,10/59 Young St,3,h,1326000,S,Nelson,20/5/2017,2,2,Yarra City Council
Fitzroy,233 Gore St,2,h,1200000,SP,Brad,29/4/2017,1,0,Yarra City Council
Fitzroy,503/185 Rose St,2,u,681500,SP,Jellis,29/4/2017,1,1,Yarra City Council
Gowanbrae,3 Birk Ct,3,h,680000,S,Nelson,8/4/2017,2,1,Moreland City Council
Gowanbrae,3 Daffodil Ct,3,h,741000,S,Nelson,8/4/2017,2,2,Moreland City Council
Gowanbrae,7 Adelaide Bvd,4,h,990000,S,Nelson,13/5/2017,2,2,Moreland City Council
Gowanbrae,13 Gowanbrae Dr,4,h,970000,S,Nelson,29/4/2017,2,3,Moreland City Council
Jacana,81 Johnstone St,3,h,485000,SP,Barry,8/4/2017,1,2,Hume City Council
Jacana,17 Bannister St,4,h,618000,S,YPA,20/5/2017,1,2,Hume City Council
Keilor Park,49a Spence St,3,u,616000,S,Barry,22/4/2017,1,2,Brimbank City Council
Keilor Park,7 Zagreb Ct,3,h,773000,S,Nelson,29/4/2017,2,2,Brimbank City Council
Kensington,303/62 Altona St,1,u,355000,SP,Edward,8/4/2017,1,1,Melbourne City Council
Kensington,20 Bradfield La,1,t,425000,SA,Biggin,8/4/2017,1,1,Melbourne City Council
Kensington,217/71 Henry St,2,u,535000,SP,Pagan,8/4/2017,2,1,Melbourne City Council
Kensington,10/2 Howlett St,2,u,500000,S,Edward,8/4/2017,1,1,Melbourne City Council
Kensington,9/11 Smith St,2,u,525000,VB,Edward,13/5/2017,1,1,Melbourne City Council
Kensington,16 Altona St,2,h,1110000,S,Nelson,20/5/2017,1,0,Melbourne City Council
Kensington,4/26 Barnett St,3,t,917500,S,Nelson,20/5/2017,1,1,Melbourne City Council
Kensington,109/18 Bent St,2,u,730000,SP,Rendina,20/5/2017,2,1,Melbourne City Council
Kensington,2/2 McCracken St,2,t,811000,SP,Biggin,20/5/2017,1,0,Melbourne City Council
Kensington,23 Wakefield St,3,h,1190000,S,Rendina,20/5/2017,2,1,Melbourne City Council
Kensington,33 Chelmsford St,2,h,903000,S,Rendina,22/4/2017,1,0,Melbourne City Council
Kensington,41 Kensington Rd,3,h,902500,S,Rendina,22/4/2017,1,1,Melbourne City Council
Kensington,33 McCracken St,4,h,1817000,SP,Hodges,22/4/2017,2,1,Melbourne City Council
Kensington,2/75 McCracken St,2,u,528000,S,Nelson,22/4/2017,1,1,Melbourne City Council
Kensington,420 Arden St,2,h,1000000,VB,Nelson,29/4/2017,1,0,Melbourne City Council
Kensington,310/71 Henry St,1,u,380000,VB,Edward,29/4/2017,1,1,Melbourne City Council
Kensington,33 McCracken St,4,h,1817000,SP,Hodges,29/4/2017,2,1,Melbourne City Council
Middle Park,26 Canterbury Rd,3,h,1420000,S,RT,8/4/2017,1,0,Port Phillip City Council
Middle Park,81 Carter St,2,h,1335000,S,Greg,8/4/2017,1,1,Port Phillip City Council
Middle Park,158 Neville St,2,h,1300000,S,hockingstuart,8/4/2017,1,0,Port Phillip City Council
Middle Park,84 Hambleton St,4,h,2860000,S,Chisholm,20/5/2017,3,2,Port Phillip City Council
Middle Park,129 Hambleton St,3,h,1630000,S,Cayzer,29/4/2017,1,0,Port Phillip City Council
Middle Park,23 Nimmo St,3,h,2250000,VB,Marshall,29/4/2017,2,1,Port Phillip City Council
Moorabbin,6 Cooma St,2,h,1035000,S,McGrath,8/4/2017,1,1,Kingston City Council
Moorabbin,28 Grandview Gr,3,h,1321000,S,Charlton,8/4/2017,1,2,Kingston City Council
Moorabbin,3/29 Fiddes St,2,t,742500,S,Buxton,13/5/2017,1,1,Kingston City Council
Moorabbin,239 Chesterville Rd,3,h,860000,SA,Hodges,22/4/2017,1,2,Kingston City Council
North Melbourne,41 Chapman St,3,h,2161000,S,Nelson,13/5/2017,2,1,Melbourne City Council
North Melbourne,5 Murphy St,3,h,1485000,S,Jellis,20/5/2017,1,1,Melbourne City Council
North Melbourne,649 Queensberry St,2,h,940000,S,JMRE,29/4/2017,1,0,Melbourne City Council
Oakleigh South,8 Lido Ct,3,h,770000,S,C21,8/4/2017,1,1,Kingston City Council
Oakleigh South,272 Warrigal Rd,3,h,985100,S,Gary,8/4/2017,1,2,Kingston City Council
Oakleigh South,4 Dalgan St,4,h,1410000,S,Buxton,13/5/2017,2,4,Kingston City Council
Oakleigh South,2/15 Golf Rd,3,u,815000,S,Woodards,13/5/2017,1,2,Kingston City Council
Oakleigh South,4 Druitt St,4,h,1205500,S,Woodards,22/4/2017,2,2,Kingston City Council
Oakleigh South,2 Kaybrook Ct,3,h,1042500,S,Woodards,22/4/2017,1,4,Kingston City Council
Oakleigh South,298 Warrigal Rd,3,h,799999,S,Woodards,29/4/2017,2,4,Kingston City Council
South Kingsville,7A Brunel St,3,t,815000,S,Williams,13/5/2017,2,2,Hobsons Bay City Council
South Kingsville,2/17 Greene St,2,u,321000,SP,Jas,13/5/2017,1,1,Hobsons Bay City Council
South Kingsville,63 Saltley St,3,h,995000,S,Burnham,20/5/2017,1,0,Hobsons Bay City Council
South Kingsville,14 Vernon St,3,h,1290000,S,Jas,20/5/2017,1,3,Hobsons Bay City Council
Southbank,2402/163 City Rd,2,u,505000,S,Dixon,8/4/2017,1,1,Melbourne City Council
Southbank,4/5 Miles St,2,u,595000,S,RT,8/4/2017,1,1,Melbourne City Council
Southbank,51/88 Wells St,2,u,580000,VB,MICM,8/4/2017,1,1,Melbourne City Council
Southbank,9/120 Sturt St,2,u,580000,SA,William,13/5/2017,1,1,Melbourne City Council
Spotswood,50 Hick St,3,h,1320000,S,Jas,8/4/2017,1,3,Hobsons Bay City Council
Spotswood,4/36 Robert St,1,u,380000,S,Jas,8/4/2017,1,1,Hobsons Bay City Council
Spotswood,14 Robb St,3,h,1100000,SP,Greg,13/5/2017,1,0,Hobsons Bay City Council
Spotswood,1/39 Stephenson St,3,u,660000,S,RT,22/4/2017,1,1,Hobsons Bay City Council
Toorak,7/49 Bruce St,2,u,867000,S,Jellis,8/4/2017,1,1,Stonnington City Council
Toorak,18/76 Mathoura Rd,1,u,552000,S,Nelson,8/4/2017,1,1,Stonnington City Council
Toorak,9/723 Orrong Rd,2,u,655000,S,Rodney,8/4/2017,1,1,Stonnington City Council
Toorak,5/3 Tahara Rd,3,u,840000,S,hockingstuart,8/4/2017,1,1,Stonnington City Council
Toorak,1/48 Mathoura Rd,2,u,650000,S,Hodges,13/5/2017,1,0,Stonnington City Council
Toorak,73/145 Canterbury Rd,1,u,247500,SA,RT,22/4/2017,1,1,Stonnington City Council
Toorak,32/637 Orrong Rd,3,t,1320000,S,Gary,29/4/2017,2,1,Stonnington City Council
Toorak,4/5 Selwyn Ct,3,u,922500,S,Rodney,29/4/2017,1,2,Stonnington City Council
Toorak,14/3 Struan St,2,u,760000,S,Jellis,29/4/2017,1,1,Stonnington City Council
Williamstown North,5/46 Kororoit Creek Rd,2,u,546000,S,Williams,8/4/2017,1,1,Hobsons Bay City Council
Williamstown North,2/60 Kororoit Creek Rd,3,t,670000,VB,Jas,8/4/2017,2,2,Hobsons Bay City Council
Williamstown North,27 Champion Rd,3,h,1575000,S,Sweeney,13/5/2017,1,1,Hobsons Bay City Council
Williamstown North,40 Florence St,4,h,1520000,SP,Williams,13/5/2017,2,3,Hobsons Bay City Council
Williamstown North,2/60 Kororoit Creek Rd,3,t,720000,SP,Jas,13/5/2017,2,2,Hobsons Bay City Council
Williamstown North,4 Walter St,3,h,1045000,S,Williams,29/4/2017,2,3,Hobsons Bay City Council
Windsor,14/27 Lewisham Rd,2,u,585000,S,hockingstuart,8/4/2017,1,1,Port Phillip City Council
Windsor,2/6 The Avenue,2,u,690000,S,Nelson,13/5/2017,1,1,Port Phillip City Council
Windsor,3/217 Dandenong Rd,2,u,854000,SP,Woodards,22/4/2017,1,1,Port Phillip City Council
Windsor,108 Peel St,1,h,900000,VB,hockingstuart,29/4/2017,1,1,Port Phillip City Council
Windsor,7/113 Punt Rd,1,u,350000,SP,Kay,29/4/2017,1,0,Port Phillip City Council
Yallambie,57 Tarcoola Dr,3,h,721500,S,Darren,20/5/2017,1,1,Banyule City Council
Yallambie,14 Borlase St,5,h,1060000,S,Buckingham,29/4/2017,2,2,Banyule City Council
Yallambie,7 Marigolds Rd,3,h,984000,S,Darren,29/4/2017,2,2,Banyule City Council
Balaclava,4/247 Inkerman St,2,u,450000,SP,Buxton,13/5/2017,1,1,Port Phillip City Council
Balaclava,5/171 Hotham St,2,u,490000,VB,hockingstuart,29/4/2017,1,0,Port Phillip City Council
Balaclava,2/31 Orange Gr,1,u,440000,S,hockingstuart,29/4/2017,1,0,Port Phillip City Council
Essendon West,2 Diamond St,3,h,1406000,S,Nelson,13/5/2017,1,1,Moonee Valley City Council
Essendon West,7 Garnet St,3,h,1305000,S,Gunn&Co,20/5/2017,1,2,Moonee Valley City Council
Kingsbury,1/37 Clunes St,3,u,488000,S,Ray,13/5/2017,1,1,Darebin City Council
West Melbourne,218 Adderley St,3,h,1750000,S,Woodards,13/5/2017,1,1,Melbourne City Council
West Melbourne,3/212 Roden St,2,t,1013000,S,Alexkarbon,20/5/2017,2,1,Melbourne City Council
West Melbourne,7/234 Roden St,3,t,1171000,S,Alexkarbon,20/5/2017,2,1,Melbourne City Council
West Melbourne,53 Miller St,2,h,1053000,S,Purplebricks,22/4/2017,1,0,Melbourne City Council
West Melbourne,316/145 Roden St,1,u,295000,SP,Alexkarbon,29/4/2017,1,1,Melbourne City Council
Campbellfield,33 Rainsford Tce,3,h,445000,S,Harcourts,20/5/2017,1,2,Hume City Council
Travancore,456/38 Mt Alexander Rd,2,u,360000,SP,Pagan,20/5/2017,1,1,Moonee Valley City Council
Airport West,118 Marshall Rd,3,h,640000,S,Nelson,1/7/2017,1,2,Moonee Valley City Council
Airport West,9 South Rd,3,h,961000,S,Nelson,1/7/2017,1,2,Moonee Valley City Council
Albert Park,126 Mills St,2,h,1535000,S,Greg,1/7/2017,1,0,Port Phillip City Council
Albion,2 Bazentin St,3,h,570000,S,Barry,1/7/2017,1,0,Brimbank City Council
Alphington,6 Como St,4,h,2345000,S,Jellis,1/7/2017,2,2,Darebin City Council
Altona North,151 Chambers Rd,3,h,900000,S,Greg,1/7/2017,1,2,Hobsons Bay City Council
Armadale,52 Adelaide St,5,h,5200000,SP,Marshall,1/7/2017,3,3,Stonnington City Council
Ashwood,4 Wippa Ct,3,h,1225000,S,hockingstuart,1/7/2017,1,2,Monash City Council
Avondale Heights,12a Doyle St,3,u,622000,S,Moonee,1/7/2017,1,1,Moonee Valley City Council
Avondale Heights,41 Herbert St,3,h,825000,SP,McDonald,1/7/2017,1,4,Moonee Valley City Council
Balwyn North,50 Corhampton Rd,5,h,2160000,S,Noel,1/7/2017,1,2,Boroondara City Council
Balwyn North,2/43 Sutton St,3,h,1275000,VB,Fletchers,1/7/2017,2,2,Boroondara City Council
Bayswater,18B Orchard Rd,3,t,640000,S,Fletchers,1/7/2017,2,1,Knox City Council
Beaumaris,3 Wells Rd,4,h,1823000,S,Hodges,1/7/2017,2,3,Bayside City Council
Beaumaris,11 White St,6,h,2000000,S,Ray,1/7/2017,3,4,Bayside City Council
Bentleigh,12 Auckland St,3,h,1365000,S,Buxton,1/7/2017,1,1,Glen Eira City Council
Bentleigh,48 Tucker Rd,3,h,1045000,SP,hockingstuart,1/7/2017,1,1,Glen Eira City Council
Bentleigh East,1 Gladesville Dr,5,h,1220000,S,Buxton,1/7/2017,2,2,Glen Eira City Council
Berwick,96 Avebury Dr,4,h,627500,SP,C21,1/7/2017,2,2,Casey City Council
Boronia,39 Lockwoods Rd,3,h,642000,S,Stockdale,1/7/2017,2,2,Knox City Council
Briar Hill,31A Beaconsfield Rd,3,h,840000,S,Barry,1/7/2017,1,2,Banyule City Council
Brighton,20 Byron St,3,h,2650000,S,RT,1/7/2017,2,2,Bayside City Council
Brighton,36/568 New St,1,u,380000,VB,Chisholm,1/7/2017,1,1,Bayside City Council
Brighton,160 Were St,5,h,3250000,SP,Hodges,1/7/2017,3,2,Bayside City Council
Brighton East,18 Centre Rd,4,t,1731000,SP,Buxton,1/7/2017,3,2,Bayside City Council
Broadmeadows,1/124 Cuthbert St,3,t,465000,S,Barry,1/7/2017,2,3,Hume City Council
Broadmeadows,21 Graham St,3,h,518500,S,YPA,1/7/2017,1,0,Hume City Council
Brunswick,11/757 Park St,2,u,692000,S,Jellis,1/7/2017,1,1,Moreland City Council
Brunswick East,36 Clarence St,2,h,1305000,S,Nicholson,1/7/2017,1,0,Moreland City Council
Brunswick West,36 Newman St,3,h,1100000,S,Brad,1/7/2017,1,1,Moreland City Council
Brunswick West,2/59 Smith St,2,h,573000,S,Jellis,1/7/2017,1,1,Moreland City Council
Bulleen,80 Thompsons Rd,3,h,1060000,S,Fletchers,1/7/2017,1,2,Manningham City Council
Bundoora,28 Greenwood Dr,3,h,805000,S,Barry,1/7/2017,1,2,Banyule City Council
Bundoora,533 Grimshaw St,3,h,682000,S,Ray,1/7/2017,1,1,Banyule City Council
Burnside Heights,31 Batman St,3,h,535000,S,Barry,1/7/2017,2,2,Melton City Council
Burwood East,11 Kalista Ct,3,h,1180000,S,Fletchers,1/7/2017,1,1,Whitehorse City Council
Camberwell,6/9 Eddy St,2,u,677000,S,Noel,1/7/2017,1,1,Boroondara City Council
Camberwell,2/576 Riversdale Rd,2,u,670000,VB,Jellis,1/7/2017,1,1,Boroondara City Council
Canterbury,108/2 Gascoyne St,2,u,816000,S,Nelson,1/7/2017,2,1,Boroondara City Council
Carlton,5/50 Barkly St,1,u,350000,VB,Woodards,1/7/2017,1,1,Melbourne City Council
Carlton,106/37 Palmerston St,2,u,620000,S,Woodards,1/7/2017,2,1,Melbourne City Council
Carlton,113 Station St,3,h,1760000,S,Nelson,1/7/2017,2,2,Melbourne City Council
Caroline Springs,16/7 Toolondo Cl,3,h,545000,SP,Metro,1/7/2017,2,2,Melton City Council
Caulfield South,3/29 Sussex Rd,2,u,1091500,S,hockingstuart,1/7/2017,2,1,Glen Eira City Council
Cheltenham,4 Cronin Ct,5,h,1140000,S,O'Brien,1/7/2017,2,2,Bayside City Council
Cheltenham,2/14 Jack Rd,3,t,950000,S,Chisholm,1/7/2017,3,2,Bayside City Council
Cheltenham,4/3 MacKenzie St,2,u,425000,S,Purplebricks,1/7/2017,1,1,Bayside City Council
Cheltenham,105 Wilson St,3,h,1116000,S,Ray,1/7/2017,1,2,Bayside City Council
Clifton Hill,5/94 Roseneath St,3,u,1030000,S,Nelson,1/7/2017,2,2,Yarra City Council
Coburg,126 Barrow St,2,h,900000,VB,Jellis,1/7/2017,1,1,Darebin City Council
Coburg,12 Rasmussen Ct,4,h,922000,SP,Melbourne,1/7/2017,2,2,Darebin City Council
Coburg,18 Shaftsbury St,3,h,1077000,S,Jellis,1/7/2017,1,2,Darebin City Council
Craigieburn,13 Brampton Cl,3,h,515500,S,RE,1/7/2017,1,4,Hume City Council
Craigieburn,6 Vision Rd,3,h,660000,S,LJ,1/7/2017,2,3,Hume City Council
Cranbourne,26 Mundaring Dr,5,h,572000,S,O'Brien,1/7/2017,2,1,Casey City Council
Croydon,8 Banool Ct,4,h,932000,S,Hoskins,1/7/2017,2,2,Maroondah City Council
Croydon,15 Ronald Rd,2,h,570000,SP,McGrath,1/7/2017,1,1,Maroondah City Council
Croydon,2/26 Vernon St,4,h,875000,S,Barry,1/7/2017,2,2,Maroondah City Council
Dandenong,5/6 MacPherson St,2,u,348000,S,McLennan,1/7/2017,1,0,Greater Dandenong City Council
Dandenong North,110 Gladstone Rd,3,h,627000,S,Barry,1/7/2017,1,1,Greater Dandenong City Council
Dandenong North,52 Simpson Dr,3,h,760000,SP,O'Brien,1/7/2017,1,2,Greater Dandenong City Council
Diamond Creek,17 Norma St,2,h,621000,S,Mason,1/7/2017,1,0,Nillumbik Shire Council
Dingley Village,2/77 Centre Dandenong Rd,2,u,612000,S,Buxton,1/7/2017,1,1,Kingston City Council
Doncaster,13 Carnarvon St,3,t,840000,SP,Philip,1/7/2017,2,2,Manningham City Council
Doncaster East,66 Saxonwood Dr,6,h,1856000,SP,Barry,1/7/2017,3,3,Manningham City Council
Donvale,1 Bernarra Ct,7,h,2705000,S,Ray,1/7/2017,2,4,Manningham City Council
Doreen,33 Starboard Dr,3,h,530500,S,Buckingham,1/7/2017,2,2,Nillumbik Shire Council
Eltham,59 Bible St,3,h,975000,S,Morrison,1/7/2017,1,0,Banyule City Council
Eltham,6 Orbel Ct,3,h,805000,S,Barry,1/7/2017,2,0,Banyule City Council
Epping,59 Greenfields Dr,4,h,940000,SP,Iconek,1/7/2017,3,2,Whittlesea City Council
Epping,2/4 Grimwade Ct,2,u,437000,S,hockingstuart,1/7/2017,1,2,Whittlesea City Council
Epping,1 Simon Ct,5,h,660000,S,hockingstuart,1/7/2017,3,2,Whittlesea City Council
Essendon,21 Butler St,3,h,1325000,S,McDonald,1/7/2017,2,2,Moonee Valley City Council
Essendon,9/44 Fletcher St,1,u,310000,S,Considine,1/7/2017,1,1,Moonee Valley City Council
Essendon,1/8 Graves St,3,t,864000,S,Brad,1/7/2017,1,2,Moonee Valley City Council
Essendon,10/30 Richardson St,1,u,291000,S,Nelson,1/7/2017,1,1,Moonee Valley City Council
Essendon West,6 Bourke St,3,h,750000,VB,Brad,1/7/2017,1,1,Moonee Valley City Council
Essendon West,36 Emerald St,5,h,2200000,VB,Nelson,1/7/2017,3,2,Moonee Valley City Council
Fairfield,60 Station St,3,h,1550000,S,Jellis,1/7/2017,2,0,Darebin City Council
Fawkner,75 Lowson St,3,h,720000,S,Barry,1/7/2017,1,2,Hume City Council
Fitzroy North,108 Michael St,2,h,1350000,VB,Nelson,1/7/2017,1,1,Moreland City Council
Fitzroy North,222 Rae St,3,h,1852000,S,Jellis,1/7/2017,2,1,Moreland City Council
Fitzroy North,372 Rae St,2,h,1100000,S,Woodards,1/7/2017,1,0,Moreland City Council
Forest Hill,4 Sapphire St,4,h,1372000,S,Ray,1/7/2017,1,2,Whitehorse City Council
Forest Hill,13 Will St,3,t,850500,S,Noel,1/7/2017,2,2,Whitehorse City Council
Frankston,42 Kars St,3,h,640000,S,hockingstuart,1/7/2017,2,1,Frankston City Council
Frankston North,17 Windoo St,3,h,611000,S,Ray,1/7/2017,2,1,Frankston City Council
Frankston South,14 Poinciana St,3,h,755000,S,hockingstuart,1/7/2017,1,2,Frankston City Council
Gisborne,3 Sansom St,4,h,521000,SP,Raine,1/7/2017,2,2,Macedon Ranges Shire Council
Gladstone Park,9 Dolphin Ct,3,h,625000,S,YPA,1/7/2017,1,2,Hume City Council
Glen Iris,121 High St,4,h,1910000,S,hockingstuart,1/7/2017,2,3,Boroondara City Council
